"","Eagle_002_lps","Eagle_004_lps","Eagle_006_lps","Eagle_007_lps","Eagle_008_lps","Eagle_012_lps","Eagle_013_lps","Eagle_014_lps","Eagle_015_lps","Eagle_020_lps","Eagle_021_lps","Eagle_022_lps"
"RNF217",698.198065923283,117.665828810418,103.75242533086,68.7908797620103,60.0975664148909,88.9901711007276,69.0085339740732,30.941340931732,21.5739308232455,101.529406378668,125.286171761659,54.952341054122
"CPT1A",537.162978183846,700.659998256492,711.445202268756,662.656449353036,812.286462188364,508.515263432729,963.465301253407,1064.61132316959,806.369873393438,982.542642374208,1004.55905111794,775.530407207421
"MTL5",130.307544495869,8.8916243433565,0,3.48308251959546,9.69315587336949,5.08515263432729,15.9250463017092,6.87585354038488,2.82936797681908,3.27514214124736,10.8944497184051,4.9581059597704
"GAL",78.5259438446724,2.07471234678318,14.8217750472657,0.870770629898865,1.9386311746739,0,1.7694495890788,4.58390236025659,1.06101299130715,0,1.36180621480064,0.413175496647534
"PPP6R3",995.80001252302,4488.19558104825,3675.8002117219,5213.88427495777,4104.08219678464,3933.36556265216,4646.57462092093,4675.58040746172,5255.90468793854,5603.76820367423,3906.5680948581,5001.07621142175
"LRP5",1782.19750812691,66.6871825751738,29.6435500945315,58.6318890798569,54.2816728908692,53.3941026604365,86.7030298648612,48.1309747826942,42.0868486551838,88.4288378136787,123.016494736991,56.6050430407121
"LOC104828681",365.316347451302,107.885042032726,74.1088752363287,136.420732017489,124.07239517913,175.437765884292,149.518490277159,146.684875528211,158.090935704766,144.106254214884,131.187332025795,166.096549652309
"SUV420H1",390.922633487608,874.046672951944,874.484727788679,831.876208430049,849.120454507168,1029.74340845128,1097.9434700234,1035.96193341799,1260.1297626758,1100.44775945911,940.100223617374,970.136066128409
"CHKA",228.180460012418,52.7569711039152,44.4653251417972,35.4113389492205,23.2635740960868,50.8515263432729,41.5820653433518,25.2114629814112,16.6225368638121,45.851989977463,86.7016623423073,35.9462682083354
"LOC104828702",125.755315867193,2.07471234678318,0,1.16102750653182,1.9386311746739,0,0,2.2919511801283,2.12202598261431,0,4.99328945426901,0.826350993295067
"RNH1",212.247659812049,71.7257697030758,103.75242533086,70.532421021808,63.9748287642387,106.788205320873,62.8154604122974,79.0723157144262,44.9162166320029,42.5768478362157,85.7937915324402,63.2158509870726
"TRNAA-AGC",4.55222862867666,0,0,0,0,0,0,0,0,0,0,0
