GeneID,Eagle_002_null,Eagle_004_null,Eagle_006_null,Eagle_007_null,Eagle_008_null,Eagle_012_null,Eagle_013_null,Eagle_014_null,Eagle_015_null,Eagle_020_null,Eagle_021_null,Eagle_022_null
ZFAT,5039,3858,5468,3328,3344,1358,2207,2965,4808,5274,3425,5289
ST3GAL1,1072,1273,234,1931,567,24,565,847,325,1428,530,3299
WISP1,87,72,35,25,43,23,46,39,98,46,44,37
TG,1857,1418,1502,1669,1215,490,848,1168,1705,1861,1075,2333
SLA,0,0,0,0,0,0,0,0,0,0,0,0
PHF20L1,6612,5603,9419,6195,5003,2102,3055,3783,6279,7650,4842,5253
TMEM71,150,115,82,105,65,15,47,43,38,92,40,173
LRRC6,106,67,21,24,27,11,9,12,59,27,14,45
KCNQ3,63,40,15,20,22,11,4,10,69,14,14,23
HHLA1,52,22,5,13,8,5,4,4,23,19,9,10
OC90,56,25,13,15,15,6,5,11,25,6,4,13
EFR3A,2488,1852,2692,1809,1505,638,1125,1501,2343,2424,1917,2567
ADCY8,274,154,85,77,93,45,29,52,185,87,76,96
ASAP1,8734,8346,7382,6452,3633,771,2621,3961,3156,7093,3630,8571
FAM49B,3268,2494,3104,2289,1442,558,1198,1656,2128,2725,1852,3600
MYC,141,134,65,169,91,8,58,61,39,127,44,165
FAM84B,1,1,0,0,0,0,0,0,0,0,1,3
TRIB1,522,336,315,256,190,46,86,110,179,314,195,315
NSMCE2,967,719,640,637,382,148,266,483,434,878,367,877
KIAA0196,418,374,367,394,195,30,150,247,168,345,140,518
SQLE,67,21,8,25,16,10,5,26,26,24,18,47
MTSS1,2441,3038,686,3853,1191,88,1062,1958,687,2018,987,5457
NDUFB9,925,491,632,658,541,239,276,388,773,564,456,551
TATDN1,1759,1053,1644,1109,950,540,818,911,1700,1553,1067,1531
RNF139,1007,573,791,499,550,304,392,527,911,802,568,770
TMEM65,682,481,597,404,329,214,463,486,916,593,71,888
FER1L6,175,71,79,50,50,42,34,45,109,58,46,89
FAM91A1,3207,2459,3324,2353,1860,923,1477,1680,3005,3020,2300,2288
ANXA13,55,23,23,13,21,9,12,24,43,21,16,40
KLHL38,1,1,1,1,0,3,0,0,10,3,3,2
FBXO32,6631,5253,9166,7649,5279,2055,5843,4660,8386,7770,6135,7642
WDYHV1,388,325,413,401,238,103,195,179,336,300,202,416
LOC104837679,560,356,487,430,236,72,159,227,332,436,311,386
FAM83A,31,13,18,7,9,6,5,5,29,11,13,16
TRNAM-CAU_6,0,0,0,0,0,1,0,0,0,0,0,1
TBC1D31,193,123,123,102,77,39,49,67,98,160,99,152
DERL1,2459,2135,3351,2058,1669,720,1020,1398,2264,2216,1530,2424
ZHX2,377,269,213,201,117,20,86,127,88,196,99,471
SNTB1,2968,2602,1100,2178,1109,95,767,1350,680,2233,850,5257
MTBP,497,414,403,337,317,104,200,208,310,352,195,376
MRPL13,2004,1493,2070,1656,1176,561,794,1142,1839,1918,1405,1533
COL14A1,270,163,89,83,84,47,38,60,199,94,78,108
DEPTOR,3285,3066,3816,2271,2343,788,2109,2561,4162,3109,2024,2083
DSCC1,56,25,14,23,9,2,11,19,26,27,13,36
MAL2,28,17,4,14,4,1,4,5,11,11,1,14
LOC104837773,0,1,1,0,0,0,0,1,0,0,0,0
COLEC10,33,12,7,10,9,5,3,2,23,6,6,12
TNFRSF11B,46,17,9,4,7,6,2,10,32,10,7,8
SAMD12,379,228,95,115,115,59,53,102,251,163,66,270
EXT1,1805,1892,476,2702,798,64,755,1616,621,2364,676,5272
MED30,819,768,1296,898,558,246,393,505,970,871,672,638
UTP23,458,276,365,413,277,150,146,186,494,235,258,219
EIF3H,11105,7649,13717,7121,7149,3407,4138,5657,11429,9839,7739,7328
TRPS1,102,84,24,56,56,5,32,35,35,83,24,134
LOC104837776,2,1,2,0,1,0,1,0,7,1,0,3
CSMD3,1761,888,423,397,434,308,134,330,1138,507,398,629
LOC104837778,964,454,269,283,284,163,125,303,624,273,286,628
KCNV1,15,5,7,2,4,2,2,3,13,8,3,7
SYBU,77,44,23,19,18,23,9,21,72,28,30,50
EBAG9,934,666,918,711,553,298,347,485,788,798,610,535
ENY2,470,240,387,276,224,136,115,209,355,391,270,190
NUDCD1,2503,1844,3150,1839,1702,744,1005,1526,2551,2248,1844,1850
EMC2,4414,3377,4382,3376,2425,1207,2029,2622,3942,4219,2742,4525
EIF3E,8366,6156,11664,6650,5711,2523,3911,4308,8388,7722,5762,7221
RSPO2,205,151,131,85,75,61,35,79,191,114,78,98
ANGPT1,394,211,128,79,125,73,38,76,230,129,89,100
ABRA,34,34,16,11,8,2,4,8,21,16,7,26
OXR1,695,691,337,538,291,30,212,343,234,617,226,905
TRNAL-CAG_3,0,0,0,0,0,0,0,0,0,0,1,1
ZFPM2,748,456,205,363,293,96,104,214,453,263,157,379
LRP12,2841,1966,2292,1714,1490,590,1043,1546,1940,2306,1799,2133
DPYS,57,30,19,10,27,2,4,7,52,13,10,21
DCSTAMP,103,82,19,43,9,2,12,28,15,23,10,77
RIMS2,1279,693,353,322,374,234,85,204,811,374,252,360
DCAF13,1494,1093,1542,1028,846,495,653,793,1470,1212,995,1088
SLC25A32,1295,1022,1476,950,661,428,477,642,1211,993,956,921
CTHRC1,65,36,54,44,39,19,32,35,50,32,45,40
FZD6,184,167,44,197,109,8,74,96,76,223,51,373
BAALC,44,25,10,8,19,7,8,4,35,13,9,24
ATP6V1C1,5073,4040,4258,3131,2942,1348,1663,2375,4341,3927,3278,3212
AZIN1,12353,11760,25660,11135,10287,3461,6554,8110,14722,16233,10318,13247
KLF10,126,135,92,94,49,14,37,88,57,101,64,154
ODF1,5,7,0,2,11,1,2,2,4,5,4,6
UBR5,26627,15163,21227,13426,13345,6210,9529,10381,20592,19003,13847,17017
RRM2B,328,304,407,408,285,75,172,367,452,320,214,462
NCALD,366,375,92,459,182,19,128,321,143,372,156,1010
GRHL2,127,61,31,27,28,20,11,16,83,54,32,64
ZNF706,2192,1972,3895,1688,1552,773,1044,1702,3024,2507,2254,2233
YWHAZ,2643,2251,2417,2569,1428,468,1390,1463,1612,2709,1285,4427
PABPC1,85564,73971,135493,67990,54919,28947,39366,48309,92599,89054,63535,64760
SNX31,588,565,207,838,220,23,247,501,231,759,267,2447
ANKRD46,3690,2857,4066,3063,2279,1050,1649,2297,3747,3646,2833,3938
RNF19A,5478,4285,6532,4813,3834,1357,2534,3514,5053,5666,3622,7631
SPAG1,358,267,358,215,201,95,215,157,316,360,190,327
POLR2K,1011,781,1305,1126,812,336,543,544,982,999,721,796
FBXO43,14,3,11,5,3,1,3,3,10,6,4,11
RGS22,160,86,36,29,39,23,10,42,105,38,33,53
LOC104837728,675,576,869,632,538,150,292,359,592,666,405,446
VPS13B,22641,20694,27570,14635,15057,5966,11853,16921,24675,27519,17242,23546
OSR2,8,3,2,2,0,0,0,1,1,1,1,7
STK3,6816,4762,6440,4002,3834,1901,2419,3670,6154,5620,4418,5543
KCNS2,3,3,4,0,1,1,0,0,2,0,2,2
NIPAL2,106,45,29,26,20,21,8,11,57,37,16,34
POP1,240,160,143,89,120,75,95,161,322,170,180,187
HRSP12,627,343,653,316,294,177,210,279,490,550,445,331
RPL30,8696,5242,8635,5619,5212,2533,2483,2931,7553,6514,5011,4449
MATN2,674,445,640,354,400,281,279,259,765,452,530,457
LAPTM4B,122,68,44,39,34,15,10,27,78,46,24,56
MTDH,9636,7207,8738,6203,5537,2437,3817,4049,7944,8225,5621,6168
CPQ,408,241,93,138,100,56,61,79,209,156,76,218
SDC2,128,72,27,19,43,15,12,15,56,85,41,36
PTDSS1,568,490,314,450,223,99,262,256,316,487,241,811
MTERF3,71,37,41,19,33,12,16,23,45,30,25,30
LOC104837741,179,125,171,96,118,55,79,85,176,120,136,177
LOC104837743,1013,492,745,506,437,270,298,371,761,703,527,469
GDF6,95,101,20,207,66,5,42,101,42,132,37,323
TRNAS-AGA_2,0,0,0,0,0,0,0,0,0,0,0,0
LOC104837745,35,14,31,14,11,4,1,8,16,15,16,17
PLEKHF2,851,465,715,312,394,166,172,293,453,528,439,612
NDUFAF6,1942,1255,1611,1164,979,435,879,1025,1466,1675,1126,1896
TP53INP1,1586,1315,1921,1181,1104,422,822,1041,1654,1394,974,1966
CCNE2,117,52,30,98,59,14,70,42,125,103,57,92
INTS8,3744,2710,4286,2887,2301,999,1558,1694,3400,3460,2376,2924
LOC104837796,98,53,28,27,28,11,17,27,56,29,32,43
DPY19L4,2336,1955,2788,1788,1424,578,1009,1404,2088,2224,1572,1812
ESRP1,84,52,44,14,28,11,10,17,46,29,20,86
KIAA1429,8670,5130,8739,5330,4848,2224,3142,3884,7377,6552,4896,5549
LOC104837754,3376,2102,3657,2306,2217,1012,1468,1578,3171,3140,2131,2326
RAD54B,285,198,194,167,154,79,74,120,244,213,147,145
FSBP,0,0,0,0,0,0,0,0,0,0,0,0
GEM,11,10,2,2,2,3,1,5,7,5,3,7
CDH17,55,23,11,15,13,9,8,10,25,16,11,17
PDP1,630,167,189,94,183,49,154,112,233,365,131,254
TMEM67,56,31,15,14,19,12,13,14,49,14,8,37
RBM12B,2037,1307,1803,1132,1212,649,918,996,2106,1764,1198,2140
FAM92A1,127,73,58,56,57,25,46,45,68,81,66,183
LOC104837974,264,28,58,28,38,64,27,140,199,36,124,271
GUCA2A,10,3,4,1,4,2,0,2,13,4,0,4
LACTBL1,34,7,7,7,4,2,2,4,16,10,12,10
EPHB2,140,66,44,39,37,18,5,31,104,44,67,66
C1QB,4,14,3,7,1,0,0,1,1,2,4,2
LOC104837975,21,35,9,25,12,2,1,6,3,9,16,15
EPHA8,56,32,14,8,14,11,3,16,34,10,12,33
ZBTB40,3094,1670,2783,1623,1824,767,911,1596,3108,1964,1866,1582
WNT4,175,103,49,89,59,29,40,36,150,87,77,129
CDC42,6056,4648,5935,4842,3471,1681,2671,2919,5152,5576,3692,4588
LOC104837977,239,129,196,99,110,52,77,65,223,118,115,94
LEPRE1,86,44,39,44,45,23,22,21,89,41,45,51
LOC104837979,29,17,26,20,29,17,17,6,42,24,21,18
YBX1,2971,1562,1945,1734,1210,805,913,1726,2852,1907,1774,1765
PPIH,1379,756,1037,799,689,331,405,548,1233,831,801,521
CCDC30,1972,1130,2028,1046,1212,568,642,839,1892,1460,1099,1166
PPCS,812,429,874,447,610,190,289,371,809,599,478,468
ZMYND12,230,164,235,143,175,70,68,123,266,90,94,129
SLC2A1,424,390,544,377,267,87,152,181,394,336,269,305
LOC104837813,1570,955,2149,1723,1218,497,552,817,1931,1378,1210,1349
LOC104837981,8,6,6,21,9,7,4,11,19,18,9,18
ZNF362,174,121,66,227,97,24,77,89,70,154,63,289
TRIM62,8,10,6,23,6,1,5,7,2,15,1,22
CCDC23,89,38,94,93,77,14,26,33,86,89,39,81
LOC104837982,476,264,602,470,459,172,197,303,620,447,435,396
CELA3B,6,1,3,1,3,0,0,1,1,1,1,3
HSPG2,89,56,121,57,68,15,19,29,74,58,75,64
USP48,47753,33323,59927,38744,34027,17354,17519,24751,53436,42354,37791,35924
RAP1GAP,10,6,4,3,16,1,1,7,22,12,7,14
ALPL,6,5,6,2,1,0,1,4,13,3,6,3
ECE1,964,765,1585,1291,1023,173,532,501,784,1506,739,848
EIF4G3,4427,4008,5466,4000,3269,769,2053,1999,2975,4889,3232,3918
HP1BP3,4965,3583,6656,3744,3280,1227,2530,3382,5075,5522,3919,5380
SH2D5,1090,542,1439,1021,936,274,433,564,1137,1315,848,942
KIF17,1263,682,1757,902,866,343,465,589,1271,1499,1002,1259
DDOST,1017,525,865,680,488,243,384,470,884,744,599,558
LOC104837827,6072,3062,5079,2958,3312,1552,2208,2845,5906,4075,3747,3620
PLEKHM2,1030,556,811,672,472,258,301,489,901,692,632,770
SLC25A34,5,0,1,1,1,1,1,0,0,2,1,3
TMEM82,0,5,3,1,2,2,0,0,3,5,2,3
FBLIM1,6,1,1,2,1,0,4,3,5,1,0,5
SPEN,28112,19370,28291,20898,18414,8181,11543,14363,26047,24891,19626,25232
ZBTB17,3377,2210,3532,2715,2470,994,1129,1370,3498,2768,2288,1562
HSPB7,2,1,1,3,2,2,0,0,6,0,1,1
CLCNKA,14,2,5,3,5,1,2,3,10,3,6,7
EPHA2,19,9,10,9,13,4,3,8,26,13,3,9
RSG1,18,5,12,24,21,3,10,8,32,15,11,18
FBXO42,3980,2256,3766,2146,2520,1095,1553,1824,4226,2729,2498,2678
SZRD1,1185,939,1397,814,915,461,516,789,1614,1086,936,705
NECAP2,969,469,761,602,562,242,249,413,824,519,512,602
CROCC,396,130,326,234,268,137,127,177,448,247,292,325
MFAP2,139,38,82,33,101,34,61,48,135,66,47,25
LOC104837838,10106,6321,10278,6860,6407,2860,4058,4076,9450,8103,5750,6095
PADI2,15,9,3,3,2,1,1,5,13,8,8,9
LOC104837994,14,13,3,2,5,1,0,2,13,5,6,8
LOC104837995,2,6,9,6,3,0,3,3,10,0,3,5
RCC2,180,85,181,233,121,8,65,56,86,129,65,152
ARHGEF10L,44,25,13,14,6,4,4,7,14,24,13,47
IGSF21,43,17,8,10,12,3,1,9,16,7,6,11
KLHDC7A,4,1,1,1,2,0,1,1,2,2,0,2
PAX7,185,78,42,40,47,26,17,33,108,47,47,79
ALDH4A1,103,219,230,220,185,57,116,132,214,223,139,132
IFFO2,381,159,84,179,120,45,134,228,218,235,205,367
UBR4,157595,99721,141222,87035,83257,45460,55690,73385,152772,126487,117122,113747
EMC1,5640,2786,4035,2441,2615,1434,1610,2023,4689,3273,2762,3346
MRTO4,1203,655,882,667,610,270,309,343,903,659,592,576
AKR7A2,518,270,388,286,268,117,141,155,405,272,223,292
PQLC2,266,172,186,92,94,33,48,116,148,134,123,183
CAPZB,4146,3439,4545,3591,2721,1136,1753,2357,3827,3705,2698,3129
MINOS1,1049,762,1162,807,559,378,359,496,1087,901,802,506
LOC104837850,12,3,6,9,7,0,2,5,15,4,6,13
HTR6,7,3,3,2,3,0,3,1,6,3,2,12
TMCO4,104,60,28,53,36,15,28,26,71,68,34,65
RNF186,3,4,1,0,0,0,2,2,9,4,1,2
OTUD3,997,660,919,538,607,275,375,602,989,690,656,711
LOC104837854,5,2,2,5,3,1,1,5,5,0,2,6
LOC104838002,3,3,6,1,0,0,2,1,5,3,0,5
LOC104837855,5,2,4,3,7,0,0,1,5,3,1,3
UBXN10,47,105,109,133,101,24,41,52,99,67,89,15
LOC104837857,4019,2563,4210,2712,2281,1177,1424,2024,4239,3077,2998,2233
VWA5B1,34,30,12,22,20,10,6,11,25,16,14,24
CAMK2N1,0,1,0,0,0,0,0,0,0,0,0,0
MUL1,283,145,245,208,212,67,111,131,350,154,167,90
FAM43B,5,2,3,6,11,0,5,4,11,5,5,14
CDA,25,12,17,17,18,6,9,12,23,14,18,14
PINK1,1003,642,897,717,560,226,442,500,850,779,556,843
AGMAT,5,8,6,3,5,1,0,6,6,4,5,2
DNAJC16,1299,877,1196,892,764,301,391,496,1207,764,731,485
CASP9,1403,1216,1849,1450,1090,348,627,633,1379,1475,884,817
CTRC,7,4,5,10,6,0,0,4,2,1,4,2
LOC104838007,291,203,185,173,91,18,22,49,49,150,96,250
FHAD1,174,147,91,144,53,10,41,66,60,131,73,208
TMEM51,5,11,3,10,1,0,1,5,5,10,1,18
KAZN,33,26,19,26,10,4,5,11,20,18,24,44
PRDM2,4760,2783,3871,2609,2268,1412,2198,1693,4002,3911,3169,2792
LOC104838009,106,84,62,93,58,23,33,60,57,116,27,128
LRRC38,145,68,49,37,28,19,18,25,67,56,19,55
PDPN,0,0,0,0,0,0,0,0,0,0,0,0
LOC104838010,2,1,2,2,4,0,1,1,5,5,3,3
LOC104838011,6,4,3,1,2,2,0,2,3,3,4,4
LOC104837873,11,7,1,3,0,1,1,1,7,4,5,4
LOC104837874,17,2,6,3,3,2,1,2,11,3,2,3
LOC104838012,5,4,1,2,2,0,2,1,3,2,1,4
LOC104838013,35,28,22,18,25,5,17,17,31,29,18,35
DHRS3,383,407,488,288,302,131,167,284,399,417,331,305
VPS13D,26891,18842,25509,17645,13547,5789,9786,13075,19120,21336,16030,22718
TNFRSF1B,1492,953,618,810,465,45,414,631,237,802,344,1497
TNFRSF8,221,212,190,118,146,98,93,119,223,210,83,238
MIIP,448,397,461,245,312,151,196,208,498,494,303,360
MFN2,1954,1203,1777,1184,1063,556,693,954,1612,1503,1159,1203
PLOD1,1633,1292,1916,1187,906,439,644,881,1459,1374,1143,1527
LOC104837881,123,82,126,91,85,28,47,65,109,86,77,105
KIAA2013,1413,869,1162,824,828,370,607,678,1485,909,839,882
LOC104838016,96,11,36,33,35,14,18,25,35,21,31,45
LOC104838017,37,15,14,13,15,5,12,19,28,13,20,24
NPPC,9,8,13,6,3,3,3,3,8,1,5,11
NPPA,0,0,0,0,0,0,0,0,1,2,0,0
LOC104837885,26,24,25,25,23,6,15,9,26,16,22,14
CLCN6,1691,1307,2058,1423,1256,504,777,766,1591,1349,1083,1231
MTHFR,582,346,356,359,311,116,184,220,467,318,321,323
AGTRAP,125,93,34,52,21,6,23,23,25,44,25,67
DRAXIN,12,7,1,0,0,0,2,4,9,8,1,16
MAD2L2,150,99,190,145,101,33,68,81,90,150,84,69
LOC104837892,83,59,87,75,70,8,38,25,23,58,35,54
FBXO2,43,24,52,37,30,9,20,22,30,41,22,38
PTCHD2,452,333,439,499,271,144,238,210,392,446,265,434
UBIAD1,2925,2121,2541,2054,1579,736,1230,1463,2505,2091,1576,2117
MTOR,5515,3917,5429,3472,3179,1460,1981,2818,4812,4170,3326,4284
ANGPTL7,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC10,2141,1495,2142,1526,1189,730,677,1211,2265,1669,1491,1470
SRM,61,51,48,40,36,9,32,37,74,42,27,81
CORT,55,27,33,26,30,9,14,26,57,35,17,56
MASP2,6,5,2,3,3,2,1,1,8,1,2,2
TARDBP,4883,3135,5826,4044,3211,1501,2190,2412,4625,4799,3588,3453
CASZ1,459,325,173,373,254,55,164,153,237,298,189,664
PEX14,3296,2093,2431,2046,1821,820,1205,1718,2959,2579,2158,2077
DFFA,800,410,606,492,375,220,235,310,604,446,501,461
APITD1,51,50,30,38,41,16,28,23,56,34,33,35
PGD,746,521,531,482,270,99,268,229,416,309,294,640
KIF1B,1537,907,905,666,388,271,253,612,788,929,725,1535
UBE4B,6854,4731,5693,3970,4397,1834,2529,3491,6870,4655,4634,3481
RBP7,38,10,14,13,15,6,4,9,5,68,24,13
NMNAT1,588,296,406,307,250,145,169,271,437,357,353,326
LZIC,2084,1333,2143,1412,1167,582,765,959,1956,1589,1404,1334
CTNNBIP1,851,446,558,335,306,147,232,285,532,465,346,637
CLSTN1,601,497,659,665,289,126,332,488,514,672,401,1248
PIK3CD,7160,6311,10955,7450,4420,1121,4101,6788,6463,9175,5594,14466
LOC104838021,23,24,10,25,17,3,13,10,30,23,8,26
TMEM201,6384,3858,7777,4677,3357,1836,2689,3465,6067,5687,4052,5824
SLC25A33,1146,856,1340,981,646,272,674,548,997,1139,797,648
LOC104837917,226,147,265,207,131,64,160,91,149,287,130,304
SPSB1,5290,4831,5723,3916,3621,1199,2291,3186,4465,4260,3292,4282
H6PD,4488,3162,6296,3412,3420,1224,1755,2350,3776,3622,3061,3205
GPR157,1197,841,1554,975,838,358,784,1192,1407,708,621,790
LOC104837921,135,79,126,72,80,40,82,131,193,62,51,176
CA6,91,62,57,41,73,30,66,64,116,35,27,99
ENO1,1872,1729,1090,1058,402,81,345,674,422,1025,514,1510
RERE,3476,3084,2139,2288,1291,205,1040,1595,1007,2461,1063,3659
SAMD11,916,560,682,459,477,272,358,478,875,748,602,665
NOC2L,2689,1739,2783,2140,1771,873,1115,1492,2790,2278,1982,1358
KLHL17,225,116,162,127,88,49,55,98,151,139,130,119
PLEKHN1,74,54,36,44,23,9,17,31,39,36,30,37
LOC104838027,43,51,51,55,41,9,23,41,72,42,27,35
AGRN,164,83,54,36,52,15,17,50,118,66,62,132
LOC104837927,1459,1560,615,2610,890,55,715,1278,573,2077,613,5461
RNF223,2,2,0,3,1,0,3,3,3,2,1,8
LOC104838030,48,36,61,23,22,9,8,23,39,46,19,38
TTLL10,1129,707,971,556,522,413,482,705,1240,1024,655,1432
TNFRSF18,1405,775,1258,651,586,316,470,723,1336,1052,640,1338
TNFRSF4,3110,1908,3126,1701,1634,915,1331,1669,3400,2662,1959,2752
SDF4,3452,2494,3649,2321,2069,1059,1443,2162,3668,3010,1995,3317
B3GALT6,395,247,383,242,243,121,169,189,350,288,200,308
FAM132A,605,392,546,361,466,236,262,290,783,613,392,694
UBE2J2,6072,3996,6270,3932,3466,1847,2360,2921,6247,4926,3950,3507
SCNN1D,62,34,48,45,39,25,29,18,47,31,30,57
ACAP3,263,145,52,123,84,24,61,80,103,136,81,230
PUSL1,251,121,149,183,92,24,81,79,96,182,75,179
LOC104837937,35,16,13,20,11,3,14,13,11,31,10,20
LOC104837938,162,96,75,122,69,12,49,68,37,150,51,156
CPSF3L,1940,1665,2698,1814,1184,529,902,1072,1824,1976,1570,1750
CPTP,54,19,27,33,29,12,12,3,30,31,29,25
LOC104837940,86,62,49,50,26,16,32,33,53,62,36,85
LOC104837939,0,0,0,0,0,0,0,0,0,0,0,0
DVL1,4418,2865,3835,2884,2199,845,1551,2082,2833,3215,2698,4086
MXRA8,185,145,302,85,63,75,60,139,290,92,89,132
AURKAIP1,503,279,440,314,251,140,162,238,469,373,323,247
LOC104837946,47,22,10,9,33,12,27,13,43,31,15,30
CCNL2,6576,5046,7634,4931,3783,1735,3227,3530,6032,6187,3841,6903
MRPL20,868,451,747,517,425,203,351,314,614,499,439,678
TMEM88B,6,4,2,3,0,0,3,2,8,3,1,5
VWA1,97,127,41,212,63,3,52,36,48,91,47,256
ATAD3A,1381,1115,1532,1226,820,375,590,535,922,1170,831,881
LOC104837952,113,60,95,43,74,35,49,37,79,71,74,99
TMEM240,100,54,32,21,51,22,17,18,84,44,42,35
SSU72,4580,2994,3942,2605,2579,1375,2233,2142,4231,4003,2715,3819
LOC104837955,48,28,13,16,17,9,5,14,37,24,14,29
MIB2,2526,1738,3014,1607,1530,513,968,1105,2027,2249,1625,1614
MMP23B,247,146,202,158,137,58,104,89,205,176,159,164
LOC104837962,5544,4545,6228,3950,3467,1697,2579,3371,5992,5203,3706,3621
LOC104837960,1015,910,1376,746,711,227,576,774,1271,998,737,1010
LOC104837959,3007,2242,3139,2369,1963,1042,1190,1587,2906,2503,1908,2086
NADK,3349,2294,3166,1745,1706,790,1132,1634,2491,2443,1851,3202
GNB1,3870,2962,3395,2528,1766,878,1339,2015,2726,3245,1957,3805
TMEM52,7,10,2,6,2,1,3,2,7,14,4,4
CFAP74,142,75,33,39,51,25,26,44,70,61,35,86
GABRD,42,25,11,9,8,9,2,8,27,23,6,16
PRKCZ,221,109,55,63,83,30,36,65,107,104,45,126
SKI,2734,2588,1781,1993,1348,247,831,1491,845,2296,929,3546
LOC104837969,1508,1091,1310,955,907,495,771,817,1371,1419,997,1800
RER1,3311,2300,3737,2347,1829,1006,1294,1898,3366,2924,2378,2504
PEX10,782,497,764,543,399,269,291,398,781,624,565,532
PLCH2,131,90,55,44,59,37,46,44,100,79,43,103
LOC104837973,34,23,9,26,31,11,17,21,32,20,11,25
PANK4,4347,4163,6145,4993,3256,1285,3070,3077,4712,6636,3665,6068
ATAT1,84,55,92,97,73,29,40,44,94,84,70,88
LOC104838036,1194,820,1262,775,689,400,409,605,1252,1018,832,658
LOC104838037,61,48,80,35,32,19,24,42,60,48,33,71
LOC104838038,2,0,1,0,4,1,0,1,2,0,0,2
LOC104838039,363,218,305,419,299,86,117,156,370,255,233,153
LOC104838040,633,365,680,430,506,206,223,252,754,591,475,338
TRIL,1,0,1,0,0,0,0,0,1,1,0,0
CREB5,462,242,113,103,131,61,51,79,320,158,98,279
JAZF1,275,183,90,129,108,54,66,72,163,157,88,196
TAX1BP1,22984,20298,34289,22115,17015,7075,11949,13608,22810,28847,16802,22521
HIBADH,2186,1798,2434,1378,1214,606,853,1310,2051,2122,1524,1935
EVX1,2,2,1,1,1,1,0,1,4,1,0,4
HOXA13,1,0,0,2,2,0,0,0,0,1,1,1
LOC104838046,1,0,0,0,1,0,1,1,3,1,0,1
HOXA10,5,4,1,0,2,2,0,0,1,3,6,4
HOXA9,1,0,0,0,1,2,0,4,7,2,0,3
HOXA7,2,3,0,2,1,0,0,0,2,0,0,2
HOXA6,2,0,1,1,2,0,1,0,2,1,2,3
HOXA5,5,2,2,1,0,0,0,0,4,1,3,1
HOXA4,10,7,1,1,0,0,1,3,3,0,2,3
HOXA3,12,1,0,1,2,2,3,0,5,2,1,4
HOXA2,2,2,3,0,2,0,0,3,3,2,2,1
HOXA1,2,0,1,0,0,0,0,1,1,0,0,2
SKAP2,3007,2112,2635,1610,914,400,619,1249,1308,1932,1323,3678
SNX10,656,478,1088,798,503,199,352,435,585,818,543,836
LOC104838056,30,12,25,23,22,14,16,23,43,30,17,18
CBX3,1275,768,1019,744,730,444,468,595,1222,1014,811,946
HNRNPA2B1,21782,13683,21204,15260,12770,6695,9001,10032,20292,18206,13485,17659
NFE2L3,132,51,34,180,37,20,36,71,82,75,34,101
NPVF,12,9,8,4,6,2,5,2,16,14,7,8
LOC104838107,81,48,44,42,30,7,28,26,52,38,33,44
LOC104838060,1072,808,1331,920,667,361,473,535,1056,949,594,714
OSBPL3,230,165,68,121,79,15,53,98,80,153,68,300
DFNA5,76,67,34,21,22,7,12,10,26,33,9,31
MPP6,294,230,240,265,126,74,116,294,325,306,210,455
NPY,11,7,1,3,5,3,3,1,10,3,9,8
STK31,108,39,19,23,35,13,10,20,54,26,14,37
FAM221A,22,6,9,4,7,4,1,4,9,4,3,3
CCDC126,765,740,1288,843,626,285,426,547,895,1080,721,1114
TRA2A,8134,5578,7718,5304,4470,2061,3471,4708,7129,6769,4906,7879
IGF2BP3,2261,2329,3329,2154,1536,393,782,1012,1156,2071,1389,3105
MALSU1,654,427,720,472,395,215,301,314,668,562,448,553
GPNMB,52,14,10,15,11,6,1,7,27,12,5,14
NUPL2,457,285,405,327,232,170,188,309,426,322,291,334
KLHL7,2405,2196,3427,2543,1744,632,1356,1312,2080,2951,1607,2433
FAM126A,711,736,375,637,214,50,225,378,214,497,187,1253
LOC104838072,599,381,588,412,332,131,339,304,564,560,368,636
TOMM7,527,347,497,407,350,119,191,254,500,377,375,421
IL6,174,105,172,134,89,51,65,77,173,195,93,230
RAPGEF5,958,977,213,744,244,79,251,655,369,488,322,1412
CDCA7L,63,62,26,53,9,4,28,36,18,41,16,77
DNAH11,1239,861,691,503,279,88,154,315,371,629,330,786
SP4,3061,2027,2814,1868,1626,939,977,1317,2585,2469,1739,3019
SP8,1,0,0,1,1,1,0,2,2,2,0,2
LOC104838079,79,35,12,20,20,3,4,8,48,26,15,24
ITGB8,74,27,16,13,19,14,7,8,33,25,21,20
MACC1,29,28,11,6,15,9,6,5,28,12,6,9
TMEM196,36,20,12,11,15,2,2,5,27,12,11,18
TWISTNB,1346,927,1446,1030,629,317,465,502,1037,1127,863,791
FERD3L,3,0,0,0,0,0,0,0,0,0,1,1
LOC104838117,2,0,0,1,1,0,0,0,3,2,2,1
HDAC9,1169,980,309,940,460,100,297,495,548,837,328,1899
SNX13,9232,8101,7399,7632,4871,1775,4379,7225,7246,8408,5626,14432
AHR,454,335,145,179,136,26,84,104,128,170,92,347
LOC104838087,20,13,6,8,5,7,1,5,18,4,6,9
AGR3,13,3,8,5,2,3,2,2,9,12,5,7
AGR2,4,7,8,6,5,3,5,2,6,5,2,17
TSPAN13,300,347,168,417,130,34,164,160,112,366,144,673
BZW2,441,342,177,277,192,64,118,237,220,322,204,468
